Student_ID,Major_Category,Pre_GPA,Weekly_GenAI_Hours,Traditional_Study_Hours,Post_GPA,Skill_Retention_Score,Anxiety_Level_During_Exams,Burnout_Risk_Level,GPA_Improvement,Study_AI_Ratio
112255,Arts,2.39,12,3.1,2.69,70.42,2.0,High,0.30,0.26
112313,Humanities,3.56,7,12.35,3.86,78.25,3.0,Low,0.30,1.76
112407,STEM,3.03,38,7.08,3.33,47.2,7.0,Medium,0.30,0.19
112509,STEM,3.23,6,3.86,3.53,96.46,1.0,High,0.30,0.64
112591,Medical,3.70,12,7.98,4.00,79.95,7.0,High,0.30,0.67
112598,Humanities,3.70,13,9.29,4.00,96.5,3.0,Medium,0.30,0.71
112691,Business,3.70,11,3.24,4.00,91.97,2.0,High,0.30,0.29
112700,STEM,3.09,17,2.87,3.39,73.6,6.0,Medium,0.30,0.17
112774,Humanities,3.43,17,6.29,3.73,72.52,1.0,Low,0.30,0.37
112811,STEM,3.49,12,12.88,3.79,99.79,6.0,Medium,0.30,1.07
112885,STEM,2.94,19,11.8,3.24,50.63,3.0,High,0.30,0.62
112987,Medical,3.54,6,12.49,3.84,80.96,4.0,Low,0.30,2.08
113076,Business,2.96,10,13.32,3.26,100.0,4.0,High,0.30,1.33
113086,STEM,3.60,24,14.1,3.90,59.81,9.0,High,0.30,0.59
113541,Humanities,3.09,14,18.01,3.39,69.25,4.0,Medium,0.30,1.29
114325,Medical,2.96,9,14.06,3.26,94.07,5.0,High,0.30,1.56
114738,Medical,3.05,7,13.84,3.35,81.82,1.0,Low,0.30,1.98
114744,Humanities,3.24,12,13.91,3.54,67.24,3.0,High,0.30,1.16
114839,STEM,3.46,9,12.38,3.76,69.58,5.0,Low,0.30,1.38
115016,Arts,3.41,17,4.38,3.71,80.07,5.0,Medium,0.30,0.26
115167,STEM,3.36,15,10.41,3.66,83.22,6.0,Medium,0.30,0.69
115208,Arts,3.29,18,7.67,3.59,68.79,4.0,Medium,0.30,0.43
115348,Business,2.65,25,4.69,2.95,40.5,6.0,Medium,0.30,0.19
115525,Business,3.70,17,10.88,4.00,68.95,3.0,Low,0.30,0.64
115541,Humanities,3.12,8,16.66,3.42,77.02,6.0,Low,0.30,2.08
115604,Arts,3.46,20,27.02,3.76,90.23,5.0,Medium,0.30,1.35
115695,STEM,2.41,15,7.98,2.71,84.28,5.0,Medium,0.30,0.53
115778,Business,2.85,10,7.08,3.15,100.0,4.0,Medium,0.30,0.71
115827,STEM,3.61,9,12.4,3.91,66.35,4.0,High,0.30,1.38
115849,STEM,3.13,15,19.83,3.43,65.26,6.0,Medium,0.30,1.32
115950,Arts,3.15,8,8.68,3.45,71.91,7.0,Low,0.30,1.09
116001,STEM,2.31,40,13.95,2.61,80.65,3.0,Medium,0.30,0.35
116194,Business,2.13,8,13.93,2.43,63.02,4.0,Medium,0.30,1.74
116218,Business,3.08,32,16.72,3.38,100.0,7.0,Medium,0.30,0.52
116239,Humanities,3.19,8,3.61,3.49,87.97,6.0,High,0.30,0.45
116334,Medical,2.27,6,16.86,2.57,69.95,3.0,Medium,0.30,2.81
116382,Business,3.70,9,10.1,4.00,95.18,6.0,Low,0.30,1.12
116578,Arts,3.55,10,20.73,3.85,68.01,5.0,Medium,0.30,2.07
116579,STEM,3.15,26,7.68,3.45,57.72,8.0,High,0.30,0.3
116585,Humanities,3.09,11,14.29,3.39,89.26,9.0,High,0.30,1.3
116634,STEM,2.72,11,1.44,3.02,79.54,5.0,High,0.30,0.13
116685,STEM,3.70,21,14.46,4.00,78.95,4.0,High,0.30,0.69
116797,STEM,3.63,18,9.87,3.93,85.77,6.0,Medium,0.30,0.55
116921,Business,3.54,16,15.9,3.84,69.81,6.0,Medium,0.30,0.99
116950,Humanities,2.95,15,15.0,3.25,74.68,4.0,High,0.30,1.0
117065,Arts,2.97,6,12.35,3.27,94.04,4.0,Medium,0.30,2.06
117166,Medical,2.80,6,13.71,3.10,80.69,4.0,Low,0.30,2.29
117180,Arts,2.11,7,11.67,2.41,83.24,8.0,Low,0.30,1.67
117432,Medical,3.34,12,18.11,3.64,85.58,4.0,Low,0.30,1.51
117465,Humanities,3.38,8,16.32,3.68,79.61,1.0,Medium,0.30,2.04
117499,Humanities,3.42,6,1.0,3.72,82.44,7.0,Medium,0.30,0.17
117521,Business,2.97,13,11.08,3.27,51.52,5.0,Low,0.30,0.85
117582,Humanities,2.18,6,9.42,2.48,69.0,7.0,High,0.30,1.57
117781,STEM,3.16,20,16.33,3.46,81.43,4.0,High,0.30,0.82
117814,STEM,2.14,37,14.55,2.44,77.27,3.0,High,0.30,0.39
117897,STEM,3.48,16,7.49,3.78,61.69,5.0,High,0.30,0.47
117952,Business,3.50,18,12.8,3.80,87.2,5.0,High,0.30,0.71
118015,STEM,2.63,6,6.16,2.93,78.08,5.0,Medium,0.30,1.03
118111,Business,3.62,13,18.86,3.92,77.57,8.0,Low,0.30,1.45
118117,Humanities,3.70,19,15.18,4.00,79.78,6.0,Medium,0.30,0.8
118316,Arts,3.70,17,17.78,4.00,91.96,5.0,Medium,0.30,1.05
118405,STEM,3.06,20,16.07,3.36,66.96,5.0,Medium,0.30,0.8
118527,STEM,3.30,17,15.35,3.60,100.0,7.0,Medium,0.30,0.9
118724,Arts,3.30,21,15.43,3.60,66.61,8.0,Medium,0.30,0.73
118962,STEM,3.45,11,6.74,3.75,67.88,4.0,Low,0.30,0.61
118994,Business,3.70,13,17.08,4.00,60.47,7.0,High,0.30,1.31
119006,Humanities,3.13,27,10.42,3.43,61.48,5.0,High,0.30,0.39
119018,STEM,3.70,10,10.7,4.00,61.07,6.0,Medium,0.30,1.07
119169,STEM,3.17,31,8.19,3.47,62.76,7.0,High,0.30,0.26
119221,STEM,2.80,14,16.45,3.10,72.78,3.0,Low,0.30,1.18
119267,STEM,3.53,6,6.98,3.83,93.17,3.0,Medium,0.30,1.16
119277,Medical,2.78,7,15.53,3.08,94.18,4.0,Medium,0.30,2.22
119300,Arts,3.57,19,8.03,3.87,83.75,5.0,High,0.30,0.42
119995,Medical,2.71,11,15.81,3.01,67.18,4.0,Low,0.30,1.44
120391,Humanities,3.54,7,13.78,3.84,79.54,2.0,Low,0.30,1.97
120406,Humanities,3.70,11,14.25,4.00,94.54,3.0,High,0.30,1.3
120481,Arts,3.34,6,10.84,3.64,75.54,3.0,Medium,0.30,1.81
120482,STEM,2.28,13,14.03,2.58,85.02,3.0,Medium,0.30,1.08
120511,STEM,3.07,34,3.1,3.37,62.12,7.0,High,0.30,0.09
120521,STEM,2.80,31,11.47,3.10,67.7,9.0,High,0.30,0.37
120524,Arts,3.66,9,6.12,3.96,96.1,4.0,Medium,0.30,0.68
120658,Humanities,3.31,7,8.16,3.61,54.97,8.0,Medium,0.30,1.17
120704,Medical,3.45,16,9.68,3.75,85.32,3.0,Medium,0.30,0.61
120741,Arts,3.65,19,14.8,3.95,64.47,5.0,Low,0.30,0.78
120808,Business,2.99,6,21.81,3.29,65.48,2.0,High,0.30,3.64
120838,Humanities,3.70,12,7.58,4.00,100.0,4.0,Medium,0.30,0.63
120898,STEM,3.70,23,11.07,4.00,100.0,5.0,Medium,0.30,0.48
120988,Business,3.48,10,8.67,3.78,57.89,5.0,Medium,0.30,0.87
121011,Business,2.87,13,12.2,3.17,67.36,7.0,High,0.30,0.94
121189,Humanities,2.79,14,6.23,3.09,71.91,4.0,Low,0.30,0.45
121806,STEM,2.95,10,12.08,3.25,79.92,3.0,Medium,0.30,1.21
121924,STEM,3.44,17,7.81,3.74,47.26,5.0,High,0.30,0.46
122138,STEM,3.70,7,13.91,4.00,78.18,5.0,Low,0.30,1.99
122238,Medical,3.47,7,11.52,3.77,85.05,3.0,Medium,0.30,1.65
122327,Business,3.59,8,14.08,3.89,64.58,4.0,Low,0.30,1.76
122502,STEM,3.66,12,15.63,3.96,94.45,4.0,Low,0.30,1.3
122579,Humanities,2.82,11,8.59,3.12,73.77,4.0,Medium,0.30,0.78
122585,Business,3.21,16,2.56,3.51,74.03,6.0,High,0.30,0.16
122594,STEM,3.34,19,18.39,3.64,100.0,8.0,High,0.30,0.97
122597,Medical,3.70,9,8.48,4.00,52.16,4.0,Medium,0.30,0.94
122624,STEM,3.70,13,5.67,4.00,77.23,5.0,High,0.30,0.44
122767,STEM,3.70,9,14.46,4.00,66.88,6.0,Medium,0.30,1.61
122787,Business,2.85,7,5.92,3.15,70.43,6.0,Medium,0.30,0.85
122836,Business,2.28,14,16.99,2.58,83.98,3.0,High,0.30,1.21
122894,STEM,2.00,6,12.1,2.30,74.47,4.0,Medium,0.30,2.02
122966,STEM,3.28,15,12.66,3.58,70.65,1.0,High,0.30,0.84
122985,STEM,2.28,31,5.51,2.58,72.46,9.0,High,0.30,0.18
123094,Medical,3.19,12,18.75,3.49,89.08,9.0,Low,0.30,1.56
123134,STEM,3.70,6,26.01,4.00,82.29,4.0,Low,0.30,4.34
123324,Business,3.66,22,10.08,3.96,74.41,3.0,Medium,0.30,0.46
123372,Medical,3.70,26,13.93,4.00,76.31,7.0,High,0.30,0.54
123508,Business,3.09,16,12.67,3.39,91.67,2.0,High,0.30,0.79
123656,Arts,2.90,6,10.01,3.20,75.05,2.0,High,0.30,1.67
123768,Humanities,3.36,7,9.38,3.66,82.5,8.0,High,0.30,1.34
123853,Humanities,3.26,11,16.8,3.56,89.94,5.0,Low,0.30,1.53
124018,Arts,2.87,8,12.22,3.17,89.18,3.0,Medium,0.30,1.53
124173,Humanities,3.24,26,10.96,3.54,71.49,8.0,High,0.30,0.42
124447,Humanities,2.49,11,14.42,2.79,64.52,3.0,Medium,0.30,1.31
124603,Business,2.79,7,5.48,3.09,84.44,7.0,Medium,0.30,0.78
124630,STEM,2.49,11,14.73,2.79,73.28,7.0,Medium,0.30,1.34
124648,STEM,2.60,9,8.19,2.90,73.87,5.0,High,0.30,0.91
124683,Arts,2.97,11,15.7,3.27,64.26,4.0,High,0.30,1.43
124793,Business,3.17,20,14.79,3.47,74.21,7.0,Low,0.30,0.74
124865,STEM,3.18,19,9.2,3.48,96.86,6.0,High,0.30,0.48
124927,Humanities,3.56,8,5.41,3.86,89.63,5.0,Medium,0.30,0.68
124964,Medical,2.65,6,9.93,2.95,81.31,6.0,High,0.30,1.66
125017,Medical,3.60,37,10.21,3.90,92.26,7.0,High,0.30,0.28
125125,Business,3.43,18,13.98,3.73,73.81,2.0,High,0.30,0.78
125245,STEM,3.70,6,16.84,4.00,100.0,1.0,Low,0.30,2.81
125295,STEM,2.31,11,26.28,2.61,86.1,9.0,High,0.30,2.39
125328,STEM,3.70,11,11.43,4.00,77.0,2.0,Medium,0.30,1.04
125414,Humanities,2.64,8,12.56,2.94,86.21,1.0,Low,0.30,1.57
125667,STEM,3.70,11,16.89,4.00,94.77,4.0,Medium,0.30,1.54
125678,STEM,3.41,8,18.79,3.71,70.03,5.0,Low,0.30,2.35
125679,Business,3.24,9,16.6,3.54,75.14,4.0,Low,0.30,1.84
125717,STEM,2.50,6,11.74,2.80,80.66,3.0,High,0.30,1.96
125941,Humanities,2.97,16,1.0,3.27,64.59,4.0,High,0.30,0.06
126010,STEM,3.11,7,14.46,3.41,77.51,3.0,Medium,0.30,2.07
126134,STEM,1.57,22,10.53,1.87,78.56,5.0,Medium,0.30,0.48
126225,STEM,3.23,9,12.66,3.53,73.15,5.0,Medium,0.30,1.41
126233,Arts,3.37,14,10.03,3.67,100.0,6.0,Low,0.30,0.72
126325,Arts,3.70,6,9.0,4.00,100.0,5.0,High,0.30,1.5
126381,STEM,2.72,13,11.21,3.02,86.3,6.0,High,0.30,0.86
126418,Arts,3.70,11,7.28,4.00,75.89,5.0,Medium,0.30,0.66
126501,Humanities,2.79,10,12.42,3.09,66.73,8.0,High,0.30,1.24
126796,STEM,2.92,6,14.15,3.22,70.76,4.0,Medium,0.30,2.36
126936,Business,3.70,6,10.28,4.00,100.0,8.0,Medium,0.30,1.71
126946,STEM,3.11,34,10.31,3.41,43.05,10.0,High,0.30,0.3
126994,Business,3.08,14,8.24,3.38,100.0,6.0,High,0.30,0.59
127032,STEM,3.00,26,8.64,3.30,73.24,5.0,High,0.30,0.33
127045,Business,3.16,9,18.99,3.46,91.24,4.0,Low,0.30,2.11
127111,Medical,3.29,7,9.39,3.59,76.37,7.0,Medium,0.30,1.34
127177,Medical,3.15,13,13.09,3.45,73.75,3.0,High,0.30,1.01
127190,Medical,3.33,17,16.95,3.63,54.7,4.0,Medium,0.30,1.0
127273,Medical,3.70,25,16.85,4.00,84.21,7.0,High,0.30,0.67
127279,Medical,2.62,6,11.94,2.92,72.47,5.0,Medium,0.30,1.99
127361,Humanities,3.05,8,5.93,3.35,68.87,3.0,High,0.30,0.74
127427,Business,3.33,9,9.48,3.63,100.0,5.0,High,0.30,1.05
127455,STEM,3.00,26,4.76,3.30,79.15,7.0,High,0.30,0.18
127462,STEM,2.89,8,18.67,3.19,76.55,4.0,Medium,0.30,2.33
127608,Business,3.22,6,14.3,3.52,100.0,10.0,Medium,0.30,2.38
127666,Business,1.86,9,14.02,2.16,90.94,3.0,High,0.30,1.56
127691,Business,1.76,9,12.33,2.06,69.51,1.0,Low,0.30,1.37
127914,Business,3.53,30,9.47,3.83,64.92,6.0,High,0.30,0.32
128006,Humanities,3.25,9,12.1,3.55,55.49,3.0,High,0.30,1.34
128013,Business,2.25,8,3.9,2.55,75.25,5.0,Medium,0.30,0.49
128058,Arts,2.96,10,7.42,3.26,75.82,3.0,Medium,0.30,0.74
128572,Business,1.82,13,21.93,2.12,74.92,3.0,High,0.30,1.69
128623,Arts,2.57,7,6.77,2.87,76.47,3.0,High,0.30,0.97
128702,STEM,3.49,15,17.09,3.79,84.85,6.0,High,0.30,1.14
128705,STEM,3.59,13,9.61,3.89,84.76,2.0,Medium,0.30,0.74
128751,Business,2.85,16,7.74,3.15,76.67,4.0,Low,0.30,0.48
128812,STEM,3.24,40,7.27,3.54,36.37,7.0,High,0.30,0.18
128853,Humanities,3.51,28,10.21,3.81,46.73,9.0,High,0.30,0.36
129013,STEM,3.09,7,16.16,3.39,82.49,3.0,Medium,0.30,2.31
129706,Medical,3.66,8,8.19,3.96,78.08,2.0,Medium,0.30,1.02
129865,Medical,3.24,13,12.06,3.54,73.93,4.0,Medium,0.30,0.93
130174,Humanities,2.64,8,11.8,2.94,56.45,3.0,Medium,0.30,1.48
130266,STEM,3.61,23,13.75,3.91,69.01,9.0,Medium,0.30,0.6
130301,Arts,3.36,7,6.58,3.66,61.13,2.0,Low,0.30,0.94
130714,STEM,3.64,7,2.39,3.94,70.49,3.0,High,0.30,0.34
130974,STEM,2.96,28,10.28,3.26,81.83,7.0,Low,0.30,0.37
130996,Arts,3.30,6,11.36,3.60,49.38,1.0,Low,0.30,1.89
131093,Business,2.55,11,7.8,2.85,85.64,4.0,Medium,0.30,0.71
131150,STEM,3.22,20,1.0,3.52,73.95,6.0,Medium,0.30,0.05
131287,STEM,3.48,9,10.61,3.78,83.86,5.0,Medium,0.30,1.18
131362,Business,3.21,9,8.46,3.51,84.16,6.0,High,0.30,0.94
131395,Business,3.45,6,18.71,3.75,76.01,5.0,Medium,0.30,3.12
131642,Humanities,3.48,10,4.4,3.78,74.88,1.0,Medium,0.30,0.44
132082,Medical,2.42,6,15.34,2.72,82.62,7.0,Medium,0.30,2.56
132111,STEM,3.68,30,9.2,3.98,73.02,3.0,High,0.30,0.31
132389,Medical,3.69,20,12.31,3.99,73.76,7.0,High,0.30,0.62
132525,STEM,3.52,13,19.18,3.82,95.09,1.0,High,0.30,1.48
132590,STEM,2.74,25,12.52,3.04,77.31,1.0,High,0.30,0.5
132602,Business,2.70,20,15.41,3.00,86.35,5.0,Medium,0.30,0.77
132657,Business,3.70,7,23.05,4.00,86.45,3.0,Low,0.30,3.29
132694,Arts,3.24,7,3.4,3.54,83.56,3.0,Medium,0.30,0.49
132902,Business,2.57,35,4.51,2.87,44.52,3.0,High,0.30,0.13
132909,Business,3.61,18,6.59,3.91,100.0,3.0,Low,0.30,0.37
133020,Humanities,3.11,14,15.28,3.41,82.37,7.0,Medium,0.30,1.09
133065,Medical,3.70,33,11.52,4.00,71.7,9.0,High,0.30,0.35
133089,Arts,3.32,19,6.8,3.62,81.38,3.0,Medium,0.30,0.36
133147,STEM,3.70,6,7.43,4.00,91.53,7.0,Medium,0.30,1.24
133180,STEM,3.56,8,17.2,3.86,91.62,5.0,Medium,0.30,2.15
133290,STEM,3.38,23,9.85,3.68,88.35,6.0,High,0.30,0.43
133449,Arts,3.70,6,3.14,4.00,82.27,1.0,Low,0.30,0.52
133508,Business,2.93,12,17.81,3.23,58.55,7.0,Medium,0.30,1.48
133725,STEM,2.86,7,16.21,3.16,74.29,7.0,Low,0.30,2.32
133935,Humanities,3.02,6,12.99,3.32,67.15,7.0,Low,0.30,2.17
134051,Business,2.60,10,12.63,2.90,80.91,7.0,Low,0.30,1.26
134062,Arts,3.40,13,5.48,3.70,86.81,3.0,High,0.30,0.42
134064,STEM,3.17,8,19.72,3.47,100.0,2.0,Medium,0.30,2.47
134120,Medical,3.13,8,10.97,3.43,59.24,4.0,Low,0.30,1.37
134306,Humanities,3.32,11,11.54,3.62,68.6,3.0,Medium,0.30,1.05
134310,Humanities,3.70,31,1.0,4.00,79.7,8.0,High,0.30,0.03
134401,STEM,2.94,21,13.58,3.24,65.88,1.0,High,0.30,0.65
134456,Business,3.43,9,18.57,3.73,85.6,4.0,High,0.30,2.06
134510,Humanities,2.96,17,17.39,3.26,83.4,3.0,Low,0.30,1.02
134845,Humanities,3.20,13,7.85,3.50,56.76,10.0,Medium,0.30,0.6
134865,Business,3.52,10,13.32,3.82,69.2,4.0,Medium,0.30,1.33
134991,STEM,3.70,33,11.75,4.00,70.99,7.0,High,0.30,0.36
135413,Humanities,3.49,8,6.85,3.79,82.04,5.0,Medium,0.30,0.86
135515,Business,3.65,23,14.57,3.95,85.2,6.0,Medium,0.30,0.63
135522,Humanities,3.37,13,7.68,3.67,79.25,5.0,High,0.30,0.59
135526,Business,2.58,27,10.15,2.88,57.35,10.0,Medium,0.30,0.38
135640,Humanities,3.70,8,19.58,4.00,100.0,1.0,Medium,0.30,2.45
135857,Medical,3.25,10,5.18,3.55,76.58,6.0,High,0.30,0.52
135893,Medical,2.70,8,8.55,3.00,75.31,4.0,High,0.30,1.07
135989,Humanities,3.60,8,14.12,3.90,72.35,8.0,Medium,0.30,1.77
136018,Business,2.61,16,13.51,2.91,82.67,9.0,Medium,0.30,0.84
136059,Business,3.37,12,7.06,3.67,66.96,5.0,High,0.30,0.59
136213,STEM,3.04,18,8.31,3.34,75.16,4.0,High,0.30,0.46
136343,STEM,3.70,10,12.29,4.00,85.76,6.0,High,0.30,1.23
136523,Medical,3.08,10,11.7,3.38,82.68,6.0,Medium,0.30,1.17
136671,STEM,3.21,20,14.66,3.51,48.5,6.0,High,0.30,0.73
136688,Business,3.70,8,14.69,4.00,100.0,6.0,Low,0.30,1.84
136699,STEM,2.79,15,8.96,3.09,88.56,8.0,Medium,0.30,0.6
136950,Business,3.41,40,11.4,3.71,64.09,7.0,High,0.30,0.29
136951,Arts,2.98,12,13.98,3.28,74.84,6.0,Medium,0.30,1.17
137108,Humanities,3.70,8,13.52,4.00,88.11,3.0,Low,0.30,1.69
137347,Arts,2.70,10,8.86,3.00,69.86,4.0,Medium,0.30,0.89
137374,Medical,3.70,12,21.59,4.00,74.02,4.0,High,0.30,1.8
137421,Humanities,3.08,6,17.17,3.38,100.0,7.0,Medium,0.30,2.86
137454,Medical,2.39,12,15.99,2.69,78.19,3.0,High,0.30,1.33
137550,Business,3.08,13,11.44,3.38,71.44,1.0,High,0.30,0.88
137633,Medical,3.19,9,14.86,3.49,64.14,4.0,Medium,0.30,1.65
137797,STEM,3.41,10,13.08,3.71,81.05,8.0,High,0.30,1.31
138037,Medical,3.67,7,11.5,3.97,86.12,3.0,Medium,0.30,1.64
138275,STEM,2.39,26,7.46,2.69,88.29,4.0,Medium,0.30,0.29
138284,STEM,3.69,14,11.16,3.99,80.57,3.0,Low,0.30,0.8
138670,STEM,2.87,16,9.73,3.17,84.26,2.0,High,0.30,0.61
138710,STEM,3.44,11,3.18,3.74,87.58,5.0,High,0.30,0.29
138733,Medical,2.89,10,10.79,3.19,79.62,2.0,Medium,0.30,1.08
139002,STEM,2.75,12,5.38,3.05,62.16,4.0,Medium,0.30,0.45
139008,Arts,3.45,6,15.92,3.75,76.97,5.0,Low,0.30,2.65
139024,Medical,3.32,11,9.2,3.62,73.71,1.0,Medium,0.30,0.84
139075,Business,3.25,6,13.73,3.55,63.43,3.0,Medium,0.30,2.29
139196,STEM,3.17,29,12.04,3.47,54.79,4.0,High,0.30,0.42
139241,STEM,2.77,10,8.58,3.07,99.36,2.0,High,0.30,0.86
139242,Business,3.70,8,16.28,4.00,58.29,5.0,Medium,0.30,2.04
139249,Humanities,2.65,14,8.36,2.95,85.93,5.0,High,0.30,0.6
139263,Arts,2.90,6,8.56,3.20,86.37,6.0,High,0.30,1.43
139326,Medical,3.57,9,18.62,3.87,81.3,7.0,Medium,0.30,2.07
139504,Business,3.03,14,16.34,3.33,78.09,2.0,Low,0.30,1.17
139564,Humanities,3.06,8,7.75,3.36,78.06,2.0,High,0.30,0.97
139630,STEM,2.91,26,15.72,3.21,87.56,3.0,High,0.30,0.6
139636,Business,3.39,25,12.5,3.69,69.54,4.0,Medium,0.30,0.5
139638,Business,2.49,7,11.03,2.79,77.55,4.0,Medium,0.30,1.58
139667,Humanities,3.29,22,13.46,3.59,81.81,5.0,High,0.30,0.61
139700,Business,3.10,13,10.22,3.40,86.35,1.0,Medium,0.30,0.79
139776,STEM,3.05,18,9.82,3.35,100.0,4.0,Low,0.30,0.55
139900,Medical,2.70,11,14.8,3.00,72.67,4.0,Medium,0.30,1.35
139929,Humanities,2.76,15,6.89,3.06,66.18,4.0,Medium,0.30,0.46
139994,Humanities,2.89,6,5.11,3.19,83.53,7.0,High,0.30,0.85
140041,Business,3.70,39,13.35,4.00,70.18,8.0,Medium,0.30,0.34
140187,Business,3.51,10,18.59,3.81,85.4,5.0,High,0.30,1.86
140363,Humanities,3.69,8,5.2,3.99,66.12,7.0,Low,0.30,0.65
140364,Medical,3.20,7,13.82,3.50,83.3,3.0,Low,0.30,1.97
140588,STEM,3.61,40,8.1,3.91,78.33,5.0,High,0.30,0.2
140795,Medical,3.70,18,9.61,4.00,82.96,10.0,High,0.30,0.53
140880,STEM,3.54,14,11.41,3.84,71.6,5.0,High,0.30,0.82
141126,Arts,3.70,8,9.3,4.00,72.63,3.0,Low,0.30,1.16
141151,Business,3.70,28,8.06,4.00,65.02,6.0,High,0.30,0.29
141179,Business,3.21,6,12.43,3.51,74.62,2.0,Medium,0.30,2.07
141194,Medical,2.67,8,14.33,2.97,73.11,2.0,Low,0.30,1.79
141311,STEM,2.03,15,5.3,2.33,52.74,2.0,High,0.30,0.35
141320,Business,3.63,15,14.18,3.93,80.55,7.0,Medium,0.30,0.95
141355,Humanities,3.34,9,8.72,3.64,67.54,5.0,Medium,0.30,0.97
141434,Medical,3.12,7,9.58,3.42,66.46,3.0,Medium,0.30,1.37
141549,Medical,3.35,8,20.44,3.65,100.0,9.0,Low,0.30,2.56
141566,Arts,2.72,6,2.64,3.02,62.63,5.0,Medium,0.30,0.44
141649,Business,3.11,11,13.14,3.41,59.63,4.0,Medium,0.30,1.19
141800,STEM,2.88,8,10.53,3.18,79.17,8.0,Low,0.30,1.32
141821,Humanities,3.65,11,14.37,3.95,74.53,4.0,Medium,0.30,1.31
141838,Humanities,2.09,6,5.45,2.39,60.58,7.0,High,0.30,0.91
141873,STEM,3.01,7,20.56,3.31,78.66,3.0,Medium,0.30,2.94
141918,STEM,2.64,21,13.35,2.94,78.1,5.0,Medium,0.30,0.64
141923,Arts,3.45,12,18.87,3.75,67.29,3.0,Low,0.30,1.57
142018,Business,2.59,12,15.87,2.89,35.19,6.0,Medium,0.30,1.32
142199,Medical,2.15,7,11.98,2.45,50.78,4.0,Medium,0.30,1.71
142219,Business,3.20,8,12.81,3.50,82.62,8.0,Medium,0.30,1.6
142272,Business,2.79,13,9.1,3.09,91.41,3.0,Medium,0.30,0.7
142308,Humanities,3.55,7,4.59,3.85,71.51,1.0,Low,0.30,0.66
142351,STEM,3.70,11,13.44,4.00,83.45,6.0,High,0.30,1.22
142426,Humanities,3.70,11,1.0,4.00,72.72,4.0,Medium,0.30,0.09
142443,Humanities,3.10,7,17.29,3.40,72.82,4.0,Medium,0.30,2.47
142544,Business,3.08,8,10.64,3.38,87.18,4.0,Low,0.30,1.33
142757,Medical,3.70,14,12.98,4.00,100.0,1.0,Medium,0.30,0.93
142827,Business,2.91,7,11.18,3.21,74.58,1.0,Low,0.30,1.6
142929,Humanities,2.80,7,12.55,3.10,69.67,4.0,Medium,0.30,1.79
142983,STEM,3.38,12,12.26,3.68,75.11,2.0,Low,0.30,1.02
142996,Humanities,3.17,6,16.17,3.47,83.86,2.0,Low,0.30,2.7
143012,Business,3.65,17,18.1,3.95,90.01,6.0,Medium,0.30,1.06
143036,Humanities,3.50,9,2.89,3.80,84.75,3.0,Medium,0.30,0.32
143037,STEM,3.39,14,19.14,3.69,76.56,2.0,Low,0.30,1.37
143118,Business,2.22,10,8.14,2.52,85.29,6.0,Low,0.30,0.81
143268,Humanities,2.92,7,15.77,3.22,64.49,6.0,High,0.30,2.25
143384,STEM,2.32,15,8.54,2.62,74.7,3.0,High,0.30,0.57
143821,Business,3.01,12,15.28,3.31,80.42,5.0,Low,0.30,1.27
143854,Humanities,3.70,7,16.1,4.00,87.73,3.0,Medium,0.30,2.3
143881,STEM,2.63,15,4.99,2.93,63.69,3.0,Medium,0.30,0.33
144014,STEM,3.70,9,10.84,4.00,55.94,4.0,Medium,0.30,1.2
144191,STEM,3.20,40,11.12,3.50,75.86,10.0,High,0.30,0.28
144239,Business,2.59,15,20.98,2.89,77.65,5.0,Medium,0.30,1.4
144339,Arts,2.15,9,15.22,2.45,69.77,5.0,High,0.30,1.69
144432,STEM,3.15,6,12.63,3.45,72.93,4.0,Medium,0.30,2.11
144550,Business,2.84,7,9.05,3.14,91.78,4.0,Medium,0.30,1.29
144557,Medical,3.12,9,17.03,3.42,97.99,3.0,High,0.30,1.89
144600,Business,3.29,7,17.44,3.59,78.2,4.0,Medium,0.30,2.49
144650,Humanities,3.35,10,9.6,3.65,66.72,8.0,High,0.30,0.96
144776,Humanities,3.70,18,16.53,4.00,98.79,5.0,Low,0.30,0.92
144799,Business,3.19,11,16.69,3.49,64.33,5.0,Low,0.30,1.52
144832,STEM,2.25,6,11.19,2.55,83.97,6.0,Medium,0.30,1.87
144875,STEM,3.28,6,5.89,3.58,77.55,6.0,Medium,0.30,0.98
144985,STEM,2.91,11,3.01,3.21,100.0,7.0,High,0.30,0.27
145126,Humanities,3.30,9,9.17,3.60,56.21,5.0,Medium,0.30,1.02
145151,Humanities,3.25,9,15.72,3.55,91.01,5.0,Low,0.30,1.75
145195,Arts,3.38,6,12.21,3.68,70.52,2.0,Medium,0.30,2.04
145211,STEM,1.88,16,19.64,2.18,68.41,1.0,Medium,0.30,1.23
145228,STEM,2.63,6,9.22,2.93,80.27,7.0,High,0.30,1.54
145262,STEM,2.94,7,9.34,3.24,70.58,7.0,Low,0.30,1.33
145323,STEM,2.84,25,14.38,3.14,81.3,1.0,Medium,0.30,0.58
145455,Humanities,3.12,18,9.96,3.42,94.51,1.0,High,0.30,0.55
145473,STEM,2.99,20,1.0,3.29,75.34,3.0,High,0.30,0.05
145551,STEM,2.71,14,11.42,3.01,80.98,4.0,Medium,0.30,0.82
145811,Arts,2.98,24,7.5,3.28,76.31,1.0,High,0.30,0.31
