item_id,order_id,product_id,quantity,unit_price,discount_percent
I03383,O01321,P0293,2,70896,17
I03384,O04411,P0346,2,40138,13
I03385,O01037,P0049,5,68719,20
I03386,O00149,P0104,-1,13058,39
I03387,O02482,P0186,3,71735,30
I03388,O00959,P0469,1,71873,1
I03389,O04302,P0012,1,35456,38
I03390,O03476,P0010,5,75369,18
I03391,O00834,P0045,1,86592,2
I03392,O04641,P0192,1,50119,10
I03393,O03257,P0205,3,44442,29
I03394,O03619,P0493,5,27485,10
I03395,O00068,P0472,5,65811,11
I03396,O02635,P0316,2,88500,22
I03397,O00034,P0302,2,89054,16
I03398,O02458,P0320,2,43938,12
I03399,O01073,P0383,3,23160,31
I03400,O00185,P0043,2,7228,9
I03401,O02574,P0294,2,73212,21
I03402,O02361,P0313,2,85200,18
I03403,O03444,P0066,5,95037,31
I03404,O03821,P0473,1,97683,12
I03405,O04084,P0474,2,88411,31
I03406,O00046,P0143,1,33104,35
I03407,O04374,P0424,4,57512,20
I03408,O03745,P0370,1,23332,9
I03409,O01460,P0158,2,39985,17
I03410,O02971,P0447,1,79772,38
I03411,O01732,P0406,4,99051,33
I03412,O02803,P0330,4,3246,39
I03413,O03979,P0275,3,88385,19
I03414,O03143,P0274,3,69346,11
I03415,O01531,P0065,1,74839,12
I03416,O00972,P0379,2,97266,25
I03417,O04812,P0194,5,77154,6
I03418,O03309,P0284,2,22118,17
I03419,O01310,P0020,1,78165,1
I03420,O02422,P0273,2,67815,10
I03421,O02208,P0010,4,81239,24
I03422,O02444,P0132,5,73950,32
I03423,O00087,P0273,2,77993,21
I03424,O03982,P0488,5,52743,18
I03425,O01438,P0384,3,751,29
I03426,O00259,P0139,1,6149,4
I03427,O00126,P0368,2,96297,9
I03428,O01172,P0459,5,83671,14
I03429,O04069,P0357,1,86778,24
I03430,O04862,P0373,4,32933,10
I03431,O03522,P0342,5,21260,37
I03432,O04343,P0055,4,38549,26
I03433,O01471,P0145,1,2465,8
I03434,O00771,P0305,3,38490,39
I03435,O04130,P0274,3,25727,9
I03436,O01144,P0180,1,81084,3
I03437,O00316,P0086,3,10339,7
I03438,O00749,P0304,4,48793,40
I03439,O03773,P0049,3,25175,17
I03440,O02713,P0310,-2,6748,35
I03441,O02139,P0198,3,55315,36
I03442,O02179,P0020,2,88078,11
I03443,O01659,P0295,1,81149,21
I03444,O04841,P0080,1,35180,9
I03445,O00597,P0493,1,84513,17
I03446,O04841,P0233,-2,55544,3
I03447,O01831,P0308,3,15237,36
I03448,O00664,P0356,1,83537,1
I03449,O03093,P0192,3,82673,31
I03450,O00822,P0429,1,41050,24
I03451,O00277,P0171,1,58808,35
I03452,O02672,P0105,4,2098,35
I03453,O01021,P0316,4,46261,6
I03454,O01375,P0374,3,70687,14
I03455,O01082,P0187,4,8439,27
I03456,O00291,P0324,1,99752,34
I03457,O04133,P0458,5,97593,35
I03458,O03914,P0262,2,12977,22
I03459,O01529,P0169,4,77767,23
I03460,O04008,P0418,5,96977,13
I03461,O04890,P0318,5,29913,2
I03462,O02516,P0023,2,99158,18
I03463,O03144,P0069,4,20301,4
I03464,O01821,P0329,5,11556,27
I03465,O02762,P0289,4,33223,37
I03466,O03657,P0056,5,8328,3
I03467,O02308,P0140,5,8429,4
I03468,O03431,P0412,2,66115,22
I03469,O02048,P0461,1,19673,12
I03470,O00439,P0162,2,14285,19
I03471,O03170,P0392,2,1047,21
I03472,O02418,P0413,3,30256,3
I03473,O01909,P0340,1,18366,31
I03474,O03504,P0123,3,34497,26
I03475,O03363,P0265,3,58155,37
I03476,O00141,P0399,4,40270,18
I03477,O02167,P0068,3,33830,11
I03478,O02618,P0287,4,26824,37
I03479,O01954,P0428,5,50191,35
I03480,O02858,P0396,5,41141,31
I03481,O01311,P0409,3,7551,26
I03482,O02129,P0481,4,59334,32
I03483,O01957,P0032,5,50058,20
I03484,O03858,P0052,3,19792,30
I03485,O00266,P0040,1,23149,9
I03486,O04496,P0322,1,65003,33
I03487,O04483,P0102,4,73139,22
I03488,O04583,P0488,3,44477,27
I03489,O03671,P0060,2,19586,24
I03490,O03425,P0266,2,47484,22
I03491,O02789,P0137,3,22565,32
I03492,O02001,P0011,5,90451,23
I03493,O03875,P0193,3,89906,7
I03494,O00053,P0315,1,24302,32
I03495,O02160,P0395,2,33687,26
I03496,O01307,P0038,1,4380,3
I03497,O00732,P0036,1,6646,24
I03498,O02787,P0039,1,22516,13
I03499,O02819,P0264,5,9845,26
I03500,O02501,P0152,3,81589,31
I03501,O04090,P0366,3,5824,18
I03502,O02922,P0043,5,25704,36
I03503,O02565,P0164,2,39304,9
I03504,O01274,P0212,5,1241,32
I03505,O03825,P0158,2,34450,0
I03506,O03246,P0497,-3,92588,2
I03507,O03707,P0115,1,29402,22
I03508,O04584,P0455,4,28548,33
I03509,O04560,P0450,5,34245,20
I03510,O03845,P0258,2,43787,23
I03511,O02086,P0355,1,80597,19
I03512,O00993,P0158,4,99966,32
I03513,O01953,P0297,2,2493,26
I03514,O04005,P0326,5,55239,13
I03515,O02687,P0486,2,12177,11
I03516,O00603,P0258,2,46118,10
I03517,O03832,P0089,3,69554,9
I03518,O02835,P0265,3,15792,10
I03519,O02811,P0009,3,1930,35
I03520,O02172,P0162,1,21039,12
I03521,O02747,P0228,3,80110,32
I03522,O01763,P0074,5,16917,16
I03523,O03088,P0376,4,25827,15
I03524,O00148,P0494,2,75524,40
I03525,O03885,P0302,2,37757,34
I03526,O00092,P0023,5,30380,25
I03527,O02912,P0284,5,53656,38
I03528,O01189,P0246,3,71948,17
I03529,O01991,P0337,3,34363,2
I03530,O04734,P0153,1,27018,35
I03531,O03652,P0395,5,45430,5
I03532,O00681,P0499,4,84700,11
I03533,O00610,P0069,2,71272,35
I03534,O01971,P0449,5,34827,19
I03535,O02666,P0249,3,88170,13
I03536,O01720,P0179,5,94719,24
I03537,O01428,P0124,3,80353,7
I03538,O00331,P0335,4,89947,19
I03539,O04702,P0170,4,38560,5
I03540,O04512,P0205,5,9675,21
I03541,O01124,P0242,1,15047,6
I03542,O00657,P0067,2,83706,2
I03543,O00379,P0356,2,18761,36
I03544,O03206,P0453,-5,93821,6
I03545,O01717,P0290,3,20723,27
I03546,O01583,P0273,5,95861,17
I03547,O03380,P0123,2,29746,29
I03548,O01595,P0351,5,53424,21
I03549,O03600,P0441,3,72306,16
I03550,O03632,P0054,2,58904,2
I03551,O03676,P0096,4,4605,22
I03552,O01328,P0389,5,92430,34
I03553,O01083,P0278,2,37268,1
I03554,O00349,P0152,2,62734,9
I03555,O04193,P0447,4,49273,23
I03556,O03899,P0202,2,51757,2
I03557,O04606,P0256,2,58588,3
I03558,O04045,P0203,3,66648,12
I03559,O02998,P0125,1,70293,28
I03560,O00156,P0066,3,43732,31
I03561,O03371,P0456,4,12196,34
I03562,O01081,P0359,5,80660,5
I03563,O03016,P0455,1,30522,19
I03564,O04984,P0329,4,42265,37
I03565,O03304,P0178,5,76878,7
I03566,O04818,P0452,3,25527,23
I03567,O04269,P0177,4,81870,17
I03568,O03871,P0212,3,18964,26
I03569,O03712,P0075,2,68442,11
I03570,O01343,P0149,3,1463,31
I03571,O00714,P0382,2,71075,9
I03572,O04322,P0214,1,20554,34
I03573,O01239,P0084,4,3662,24
I03574,O00683,P0010,1,76876,16
I03575,O04990,P0241,4,38562,39
I03576,O01217,P0056,2,50339,0
I03577,O02279,P0062,4,96991,28
I03578,O02686,P0029,3,86131,37
I03579,O00428,P0025,3,43692,27
I03580,O00914,P0425,5,22892,12
I03581,O04512,P0060,1,82075,13
I03582,O03634,P0249,1,15676,12
I03583,O00223,P0096,3,40131,6
I03584,O02189,P0274,4,35892,40
I03585,O03481,P0338,3,26150,3
I03586,O04231,P0134,2,50488,28
I03587,O03619,P0386,3,13521,15
I03588,O01930,P0073,4,71785,34
I03589,O00103,P0358,4,60354,38
I03590,O00824,P0360,4,38392,10
I03591,O01867,P0352,5,98396,34
I03592,O04984,P0290,5,26479,4
I03593,O04991,P0479,4,96162,19
I03594,O04712,P0271,4,26174,36
I03595,O04600,P0382,1,67369,4
I03596,O04787,P0455,1,93562,16
I03597,O00343,P0128,1,42812,5
I03598,O03027,P0109,4,67098,15
I03599,O04544,P0445,2,46870,37
I03600,O00909,P0143,3,33690,26
I03601,O03482,P0332,4,96766,24
I03602,O01621,P0175,4,31546,11
I03603,O00994,P0425,3,33733,21
I03604,O00787,P0354,4,16640,7
I03605,O01688,P0121,3,15179,20
I03606,O04159,P0208,2,95339,4
I03607,O02113,P0034,1,26824,37
I03608,O00839,P0153,4,39621,35
I03609,O02636,P0049,3,36800,30
I03610,O02107,P0176,4,89817,36
I03611,O00445,P0453,1,59702,17
I03612,O00688,P0260,2,38195,21
I03613,O02779,P0392,1,91886,22
I03614,O04889,P0056,1,50534,40
I03615,O00496,P0138,3,4584,38
I03616,O04937,P0349,3,64954,27
I03617,O01820,P0154,1,75503,5
I03618,O02592,P0423,-2,64654,17
I03619,O02314,P0002,4,72903,16
I03620,O01390,P0368,3,12527,24
I03621,O04411,P0062,-4,92227,22
I03622,O04834,P0176,1,30747,0
I03623,O01593,P0155,1,4768,21
I03624,O04657,P0436,1,15940,14
I03625,O00628,P0173,1,52320,2
I03626,O00256,P0432,1,93703,32
I03627,O01758,P0290,3,96395,11
I03628,O03850,P0394,4,54594,24
I03629,O01297,P0425,4,49767,8
I03630,O04300,P0430,2,666,5
I03631,O02206,P0101,4,82645,40
I03632,O03025,P0172,2,55248,38
I03633,O00183,P0234,1,44918,34
I03634,O00938,P0430,3,73396,1
I03635,O03506,P0421,1,92185,4
I03636,O04209,P0187,4,4430,32
I03637,O04233,P0297,3,92629,39
I03638,O02441,P0315,1,2494,22
I03639,O02878,P0078,3,11417,18
I03640,O04822,P0410,5,99633,26
I03641,O04357,P0209,2,28697,4
I03642,O02703,P0211,2,68366,0
I03643,O04334,P0384,2,97632,24
I03644,O04846,P0046,2,13019,11
I03645,O04630,P0305,1,31872,38
I03646,O02657,P0100,3,24729,21
I03647,O01223,P0016,3,72284,35
I03648,O01513,P0190,4,31439,18
I03649,O00242,P0055,2,11789,2
I03650,O01101,P0440,3,30276,4
I03651,O02855,P0455,1,29192,8
I03652,O03580,P0138,5,3300,31
I03653,O04509,P0453,-1,65965,11
I03654,O02451,P0170,1,66351,2
I03655,O04567,P0260,2,23002,21
I03656,O03282,P0419,1,74302,37
I03657,O00663,P0259,5,31788,23
I03658,O01226,P0435,2,82302,13
I03659,O04507,P0416,2,44915,1
I03660,O04763,P0087,5,27136,26
I03661,O00108,P0053,3,99794,27
I03662,O03970,P0063,1,4617,25
I03663,O00100,P0159,5,38442,9
I03664,O01911,P0174,2,89815,10
I03665,O01644,P0367,1,31880,14
I03666,O03314,P0025,5,1262,19
I03667,O04376,P0425,3,37250,9
I03668,O02634,P0184,4,92465,13
I03669,O03705,P0303,3,51176,38
I03670,O00835,P0163,1,97926,36
I03671,O03007,P0002,1,16914,34
I03672,O04405,P0123,4,96515,18
I03673,O01844,P0081,3,22903,32
I03674,O01040,P0042,5,75545,26
I03675,O00480,P0483,2,63490,35
I03676,O00244,P0163,4,32166,6
I03677,O00558,P0358,3,63326,37
I03678,O02864,P0263,4,61839,17
I03679,O02832,P0499,4,89054,23
I03680,O02778,P0094,1,79541,6
I03681,O04782,P0042,5,75759,15
I03682,O03228,P0423,3,41458,13
I03683,O01767,P0472,5,57746,27
I03684,O04231,P0180,5,96962,13
I03685,O00338,P0342,5,84335,20
I03686,O00824,P0123,2,80635,21
I03687,O04743,P0252,3,15723,23
I03688,O04556,P0463,1,35451,3
I03689,O00475,P0159,3,99130,7
I03690,O01986,P0192,3,15284,34
I03691,O04158,P0027,1,10714,8
I03692,O02070,P0450,2,80802,0
I03693,O00647,P0355,5,68749,29
I03694,O04243,P0211,2,1522,36
I03695,O04314,P0380,4,31601,6
I03696,O01531,P0164,1,35892,35
I03697,O02436,P0070,-2,6956,1
I03698,O02521,P0304,2,87288,24
I03699,O04996,P0141,1,10742,11
I03700,O00874,P0319,5,45977,40
I03701,O02038,P0329,3,74144,24
I03702,O03422,P0283,1,93690,22
I03703,O00608,P0437,5,6496,39
I03704,O01741,P0152,2,98285,0
I03705,O00622,P0230,5,46531,40
I03706,O02178,P0143,3,77027,39
I03707,O01928,P0418,1,26768,11
I03708,O04751,P0221,5,62213,20
I03709,O04111,P0009,-1,76146,4
I03710,O04834,P0096,1,27648,19
I03711,O04123,P0118,4,2899,40
I03712,O04056,P0400,5,76955,9
I03713,O02495,P0300,4,74993,26
I03714,O00328,P0130,2,29723,23
I03715,O02886,P0397,1,67752,7
I03716,O04224,P0382,2,20346,1
I03717,O01625,P0280,4,10278,39
I03718,O02679,P0474,4,51127,6
I03719,O03068,P0007,1,41307,15
I03720,O01433,P0351,2,75757,23
I03721,O00059,P0230,2,49962,12
I03722,O03615,P0383,1,22327,23
I03723,O02868,P0407,2,94892,2
I03724,O03419,P0044,2,62489,30
I03725,O01473,P0118,5,90785,28
I03726,O02487,P0318,5,64830,31
I03727,O03348,P0024,4,77695,4
I03728,O03566,P0496,3,79856,33
I03729,O00277,P0040,5,24016,17
I03730,O00778,P0256,3,81746,28
I03731,O00016,P0244,2,29248,40
I03732,O01110,P0102,2,22430,24
I03733,O04848,P0346,1,76820,25
I03734,O00357,P0038,1,93038,29
I03735,O00769,P0095,4,74880,11
I03736,O04321,P0026,5,80961,7
I03737,O00553,P0252,5,60812,30
I03738,O04694,P0041,2,27393,23
I03739,O01174,P0382,1,48551,21
I03740,O02386,P0089,1,9260,21
I03741,O03043,P0388,2,91069,13
I03742,O03632,P0414,2,87009,25
I03743,O01802,P0041,4,43439,6
I03744,O00469,P0207,-4,7487,23
I03745,O03563,P0076,1,44353,20
I03746,O04059,P0481,3,80094,16
I03747,O00601,P0291,1,99814,37
I03748,O01373,P0498,3,20237,29
I03749,O01546,P0204,3,55392,6
I03750,O01569,P0308,3,68815,12
I03751,O00219,P0016,5,7876,19
I03752,O04655,P0322,3,35695,6
I03753,O04706,P0016,4,76343,8
I03754,O00741,P0349,1,68622,28
I03755,O03557,P0191,4,35144,12
I03756,O02726,P0291,-3,69618,2
I03757,O04829,P0080,3,37481,11
I03758,O04877,P0262,2,60063,15
I03759,O02844,P0045,4,7850,34
I03760,O04654,P0412,5,12441,10
I03761,O00156,P0097,3,25936,11
I03762,O03046,P0336,4,87818,16
I03763,O04160,P0306,1,77393,39
I03764,O03795,P0352,3,30951,17
I03765,O02600,P0208,4,45388,5
I03766,O01633,P0375,5,21965,8
I03767,O04184,P0055,2,39488,14
I03768,O00679,P0131,4,35993,15
I03769,O02720,P0440,5,56191,39
I03770,O03920,P0444,5,54199,36
I03771,O01847,P0266,5,5046,33
I03772,O00204,P0076,1,30489,38
I03773,O03970,P0324,1,35992,39
I03774,O03117,P0082,1,61399,35
I03775,O02068,P0207,1,47786,25
I03776,O04262,P0412,2,16069,31
I03777,O04851,P0353,3,88144,36
I03778,O02199,P0131,4,63090,12
I03779,O04214,P0243,1,93352,18
I03780,O01145,P0483,3,18601,30
I03781,O01730,P0183,2,914,37
I03782,O03412,P0425,1,89930,3
I03783,O01992,P0244,2,6665,23
I03784,O03634,P0147,3,4054,27
I03785,O04529,P0399,2,974,19
I03786,O00242,P0073,4,42323,24
I03787,O04063,P0440,5,10029,18
I03788,O00090,P0043,3,55470,25
I03789,O03981,P0408,3,69220,4
I03790,O04928,P0474,5,64644,37
I03791,O03956,P0453,3,32026,19
I03792,O00082,P0293,5,42223,5
I03793,O02146,P0073,5,93595,25
I03794,O02632,P0357,3,9676,24
I03795,O03546,P0378,2,75220,33
I03796,O04100,P0171,2,47437,6
I03797,O04703,P0038,5,24087,27
I03798,O00852,P0329,5,30957,12
I03799,O00132,P0285,2,58856,10
I03800,O03185,P0410,5,18750,1
I03801,O01219,P0148,2,88245,21
I03802,O02217,P0128,1,10106,36
I03803,O02174,P0003,5,3105,15
I03804,O03751,P0048,3,11839,16
I03805,O04100,P0252,4,56846,3
I03806,O01722,P0190,3,73788,23
I03807,O04908,P0176,4,28296,27
I03808,O03350,P0374,3,83742,30
I03809,O01177,P0456,3,60637,5
I03810,O04335,P0408,5,89719,7
I03811,O01904,P0427,5,71475,32
I03812,O01414,P0098,3,23780,35
I03813,O02893,P0218,3,65261,16
I03814,O02714,P0271,5,27252,23
I03815,O00862,P0468,2,49268,16
I03816,O01908,P0492,2,55241,32
I03817,O00622,P0304,4,73125,36
I03818,O00815,P0402,-4,38124,26
I03819,O00340,P0315,4,96139,39
I03820,O00538,P0213,2,13357,26
I03821,O03253,P0102,5,50774,1
I03822,O02349,P0222,1,678,18
I03823,O00146,P0426,3,55415,12
I03824,O01057,P0215,3,57707,5
I03825,O01625,P0262,5,45543,11
I03826,O04404,P0461,1,13223,38
I03827,O04796,P0321,1,67660,28
I03828,O04988,P0449,4,18092,17
I03829,O01280,P0076,2,51643,18
I03830,O01079,P0406,3,14546,5
I03831,O02594,P0415,5,78217,2
I03832,O03353,P0476,4,31836,33
I03833,O01019,P0214,1,21148,17
I03834,O03074,P0136,1,44326,11
I03835,O01484,P0073,5,60669,20
I03836,O03128,P0358,3,3951,11
I03837,O02388,P0080,5,51302,7
I03838,O01562,P0395,4,86616,28
I03839,O02476,P0027,4,69368,35
I03840,O01876,P0038,1,1809,5
I03841,O00405,P0149,3,36238,25
I03842,O02753,P0049,1,4926,0
I03843,O03687,P0164,4,54846,6
I03844,O04096,P0478,5,55936,25
I03845,O02804,P0229,3,92214,27
I03846,O01805,P0139,4,92787,19
I03847,O01880,P0199,2,6475,26
I03848,O01462,P0270,1,20149,10
I03849,O03574,P0146,4,30308,13
I03850,O01912,P0293,3,68342,7
I03851,O04312,P0116,3,47837,15
I03852,O03841,P0267,4,47965,11
I03853,O01124,P0442,4,26483,28
I03854,O00947,P0423,2,69694,31
I03855,O04919,P0139,3,61876,26
I03856,O01628,P0053,2,609,29
I03857,O02209,P0408,5,80969,30
I03858,O02008,P0194,1,62462,31
I03859,O01525,P0464,3,46162,39
I03860,O00074,P0216,3,74123,0
I03861,O01472,P0329,5,12163,39
I03862,O04885,P0273,4,56025,34
I03863,O02581,P0462,5,46860,17
I03864,O02631,P0026,4,94753,14
I03865,O03625,P0308,-2,16584,10
I03866,O04302,P0486,4,37660,39
I03867,O01789,P0101,2,66529,16
I03868,O02782,P0067,4,71862,24
I03869,O01491,P0375,2,73650,40
I03870,O04501,P0327,1,46766,15
I03871,O01155,P0135,1,32784,13
I03872,O02867,P0316,4,99051,13
I03873,O01355,P0307,5,63430,36
I03874,O02181,P0146,1,46870,39
I03875,O04160,P0219,2,80800,13
I03876,O02900,P0086,2,21703,14
I03877,O02644,P0305,4,40750,13
I03878,O04677,P0116,5,97904,20
I03879,O02978,P0276,1,42894,18
I03880,O03801,P0164,1,10795,20
I03881,O01560,P0490,3,49175,16
I03882,O03531,P0111,1,21600,2
I03883,O03204,P0184,2,57695,35
I03884,O02516,P0378,4,20773,31
I03885,O00156,P0036,3,33231,25
I03886,O02388,P0386,2,40640,11
I03887,O01846,P0163,4,25638,36
I03888,O01298,P0359,2,53303,37
I03889,O02596,P0219,4,96878,0
I03890,O00824,P0260,5,9108,36
I03891,O02483,P0245,5,34901,17
I03892,O02923,P0312,2,33499,23
I03893,O02557,P0225,1,32456,3
I03894,O02963,P0114,3,25268,13
I03895,O03962,P0383,3,42386,17
I03896,O03076,P0428,1,46021,4
I03897,O00400,P0287,3,78704,34
I03898,O03531,P0116,4,63172,22
I03899,O03550,P0456,2,62045,17
I03900,O03962,P0476,1,66896,35
I03901,O02947,P0136,3,89291,34
I03902,O01157,P0030,1,98273,1
I03903,O00828,P0180,1,954,23
I03904,O00688,P0252,1,81293,8
I03905,O01039,P0114,2,22825,5
I03906,O01539,P0355,4,15554,18
I03907,O01665,P0359,3,81647,37
I03908,O03851,P0075,3,12370,10
I03909,O02832,P0235,-5,94729,17
I03910,O00694,P0211,5,6768,32
I03911,O00753,P0027,3,6578,16
I03912,O00510,P0099,5,93660,36
I03913,O01963,P0322,3,86115,34
I03914,O01397,P0167,5,16058,3
I03915,O03713,P0118,3,98335,37
I03916,O03569,P0009,5,55580,22
I03917,O02376,P0174,2,31348,1
I03918,O03576,P0182,4,55178,16
I03919,O01093,P0415,2,31115,34
I03920,O00997,P0060,3,57444,24
I03921,O04699,P0340,1,6929,5
I03922,O03277,P0025,3,26316,7
I03923,O03303,P0073,5,25725,12
I03924,O01746,P0395,2,21425,13
I03925,O03760,P0324,2,43441,21
I03926,O03706,P0310,5,81503,17
I03927,O02439,P0057,5,81709,33
I03928,O02772,P0113,4,87818,18
I03929,O02967,P0249,5,26680,3
I03930,O03795,P0134,3,79944,31
I03931,O00912,P0442,1,46860,27
I03932,O04379,P0271,3,76436,27
I03933,O01027,P0242,3,81759,26
I03934,O00496,P0369,1,96000,27
I03935,O02920,P0373,3,55017,24
I03936,O03604,P0172,5,9834,40
I03937,O04420,P0117,3,92932,31
I03938,O03592,P0332,3,4968,35
I03939,O04844,P0305,4,21189,37
I03940,O02506,P0053,5,60094,8
I03941,O02931,P0270,1,88754,34
I03942,O02511,P0471,4,83416,12
I03943,O02546,P0349,-2,65901,37
I03944,O04486,P0442,5,83313,32
I03945,O04698,P0308,3,84330,23
I03946,O01036,P0068,1,1475,25
I03947,O01996,P0012,1,36559,7
I03948,O00435,P0015,5,31418,25
I03949,O00258,P0162,1,1230,13
I03950,O03415,P0141,2,88202,13
I03951,O03923,P0311,5,88979,20
I03952,O01281,P0289,3,91767,22
I03953,O04981,P0025,-4,67075,27
I03954,O01507,P0271,1,45860,20
I03955,O02056,P0138,3,3085,30
I03956,O03861,P0007,4,52595,16
I03957,O02452,P0373,2,14477,26
I03958,O02255,P0362,2,69415,14
I03959,O04584,P0256,4,13339,0
I03960,O03958,P0275,2,30592,7
I03961,O00234,P0324,4,82963,32
I03962,O00753,P0388,2,59588,31
I03963,O02191,P0022,3,40171,32
I03964,O01700,P0269,3,15667,21
I03965,O02774,P0358,-5,39359,26
I03966,O03987,P0014,1,40780,34
I03967,O02081,P0278,5,84008,1
I03968,O03372,P0425,2,21953,40
I03969,O01220,P0221,3,11498,25
I03970,O03796,P0275,2,41519,33
I03971,O03101,P0007,3,83389,21
I03972,O01038,P0424,5,93636,13
I03973,O02835,P0473,2,50464,0
I03974,O01827,P0065,5,37350,39
I03975,O00355,P0243,2,89683,27
I03976,O00066,P0255,5,2958,15
I03977,O02918,P0053,1,65330,32
I03978,O02121,P0382,2,10209,35
I03979,O03775,P0368,4,58098,13
I03980,O03128,P0138,2,40382,11
I03981,O03477,P0101,4,26892,22
I03982,O03758,P0499,-3,66290,33
I03983,O04417,P0054,4,56162,11
I03984,O01833,P0285,4,13106,20
I03985,O01777,P0354,1,19455,32
I03986,O02554,P0174,1,23213,31
I03987,O02121,P0443,1,6948,35
I03988,O00872,P0137,1,38190,21
I03989,O03508,P0324,4,23632,19
I03990,O02841,P0017,3,43820,16
I03991,O03759,P0098,4,11187,3
I03992,O00967,P0193,2,85401,13
I03993,O03994,P0078,3,60473,18
I03994,O01832,P0050,1,81113,35
I03995,O04058,P0401,4,86511,29
I03996,O05000,P0255,5,16696,9
I03997,O02169,P0196,4,62454,3
I03998,O00257,P0207,3,3215,6
I03999,O01471,P0485,2,39011,31
I04000,O04233,P0349,2,72390,40
I04001,O04323,P0207,5,69719,21
I04002,O03145,P0087,5,2709,19
I04003,O03272,P0075,4,58893,22
I04004,O02442,P0124,5,55734,34
I04005,O01305,P0414,5,61016,14
I04006,O03229,P0154,4,44530,39
I04007,O01526,P0303,2,36463,33
I04008,O02911,P0390,3,41420,29
I04009,O03876,P0459,5,4209,33
I04010,O04982,P0435,5,78271,17
I04011,O02958,P0442,1,66999,6
I04012,O00230,P0365,-2,2055,9
I04013,O02873,P0138,2,91884,34
I04014,O01211,P0361,5,62552,38
I04015,O04821,P0281,5,25393,16
I04016,O01621,P0029,2,44954,15
I04017,O00771,P0212,3,68412,5
I04018,O02368,P0045,5,41825,38
I04019,O03795,P0479,5,51863,0
I04020,O03274,P0423,4,69281,32
I04021,O01498,P0099,5,97833,19
I04022,O00569,P0328,-3,98865,7
I04023,O04790,P0280,3,53495,17
I04024,O01355,P0472,2,93828,10
I04025,O03157,P0223,2,5764,24
I04026,O02061,P0113,1,38685,28
I04027,O02469,P0413,2,51978,40
I04028,O04887,P0373,2,26384,0
I04029,O03093,P0093,3,35221,2
I04030,O04382,P0101,3,4986,21
I04031,O04684,P0241,2,24586,1
I04032,O01870,P0114,1,40499,34
I04033,O00196,P0326,2,23390,19
I04034,O00253,P0045,5,17826,38
I04035,O03807,P0150,5,40542,17
I04036,O00878,P0257,2,71156,13
I04037,O04784,P0304,1,87603,6
I04038,O02665,P0292,-3,61000,21
I04039,O00684,P0282,3,21148,3
I04040,O02686,P0235,5,510,20
I04041,O02037,P0437,2,36780,13
I04042,O01783,P0147,5,65403,14
I04043,O02205,P0420,3,96268,7
I04044,O00816,P0075,5,47399,18
I04045,O01620,P0410,4,90375,39
I04046,O01482,P0222,2,22552,15
I04047,O01714,P0132,5,80294,22
I04048,O04008,P0006,5,55899,0
I04049,O04365,P0017,4,31853,17
I04050,O01362,P0070,4,74630,40
I04051,O02252,P0442,1,82254,25
I04052,O01356,P0492,1,14668,11
I04053,O02704,P0399,5,54123,21
I04054,O04722,P0318,4,97304,2
I04055,O00898,P0259,3,62198,3
I04056,O00153,P0445,5,46076,39
I04057,O03866,P0369,2,14414,14
I04058,O02529,P0327,3,69037,18
I04059,O00531,P0410,3,29309,17
I04060,O04573,P0129,4,46163,21
I04061,O00197,P0356,4,31296,15
I04062,O00466,P0164,3,61509,10
I04063,O00928,P0187,-5,56660,31
I04064,O03951,P0202,4,16163,8
I04065,O01162,P0475,5,99158,19
I04066,O02146,P0004,3,4720,7
I04067,O01991,P0199,4,44990,13
I04068,O03339,P0203,5,31280,35
I04069,O03240,P0442,4,40317,14
I04070,O02382,P0156,2,12523,23
I04071,O02717,P0098,3,56865,10
I04072,O03653,P0427,4,30816,22
I04073,O02729,P0440,4,62264,30
I04074,O02921,P0285,1,39992,16
I04075,O04009,P0057,3,93969,40
I04076,O01551,P0239,2,87544,23
I04077,O04613,P0361,4,62912,1
I04078,O01113,P0467,5,4983,35
I04079,O03127,P0173,5,93442,9
I04080,O02202,P0201,2,65254,37
I04081,O03859,P0281,1,40943,27
I04082,O01716,P0035,4,36971,17
I04083,O01125,P0225,2,59486,33
I04084,O03970,P0207,4,90155,21
I04085,O01325,P0367,1,68843,26
I04086,O02032,P0411,4,37194,14
I04087,O00939,P0086,1,92745,18
I04088,O00171,P0433,5,1001,15
I04089,O02292,P0424,1,50624,7
I04090,O04917,P0342,2,1490,12
I04091,O03942,P0401,5,92123,33
I04092,O03559,P0163,1,6712,10
I04093,O03782,P0327,5,13480,32
I04094,O03471,P0121,1,69563,27
I04095,O03784,P0255,2,76739,8
I04096,O00150,P0205,2,31077,17
I04097,O02845,P0007,4,31044,24
I04098,O01983,P0098,2,67101,0
I04099,O03112,P0133,5,88418,2
I04100,O04843,P0170,3,18316,11
I04101,O03669,P0315,1,8188,13
I04102,O01767,P0057,4,43219,22
I04103,O03099,P0111,4,9993,7
I04104,O01229,P0059,4,6577,19
I04105,O04945,P0484,5,96719,16
I04106,O04828,P0230,3,53565,12
I04107,O02475,P0077,1,68198,8
I04108,O00995,P0130,3,21492,4
I04109,O03018,P0085,4,46264,40
I04110,O04823,P0193,1,87688,37
I04111,O04296,P0067,4,87577,8
I04112,O01949,P0375,3,3039,27
I04113,O02408,P0241,4,36960,15
I04114,O02261,P0434,3,35392,20
I04115,O00166,P0269,4,11117,24
I04116,O02345,P0382,4,92977,21
