order_id,customer_id,order_date,status,region_code
O01282,C0418,2024-12-17 21:38:00,SHIPPED,North
O01283,C0369,2025-07-15 12:35:48,CANCELLED,South
O01284,C0380,2024-10-05 10:21:09,SHIPPED,North
O01285,C0279,2024-10-11 13:16:51,DELIVERED,North
O01286,C0081,2026-07-04 17:51:53,PLACED,South
O01287,C0976,2025-05-01 20:07:46,SHIPPED,South
O01288,C0501,2026-07-04 05:12:20,RETURNED,East
O01289,C0401,2024-07-31 17:58:04,DELIVERED,North
O01290,C0761,2025-03-17 08:09:26,SHIPPED,West
O01291,C0205,2025-06-17 12:41:47,RETURNED,West
O01292,C0557,2025-09-05 08:20:28,SHIPPED,North
O01293,C0946,2026-02-13 08:26:04,SHIPPED,North
O01294,C0956,2025-08-27 11:07:04,CANCELLED,South
O01295,C0219,2025-05-10 01:07:28,PLACED,South
O01296,C0887,2026-05-19 02:41:00,CANCELLED,West
O01297,C0488,2024-08-10 19:13:34,PLACED,East
O01298,C0350,2025-07-26 01:20:47,PLACED,South
O01299,C0941,2025-02-13 22:58:31,PLACED,East
O01300,C0866,2025-02-11 01:04:49,RETURNED,South
O01301,C0179,2025-05-07 19:49:43,DELIVERED,North
O01302,C0730,2026-03-07 17:35:57,CANCELLED,South
O01303,C0557,2025-06-06 02:47:30,PLACED,South
O01304,UNKNOWN,2026-01-21 21:27:25,SHIPPED,West
O01305,C0960,2026-03-23 02:01:57,DELIVERED,South
O01306,C0354,2025-04-01 01:02:06,CANCELLED,East
O01307,C0775,2024-10-24 14:01:52,SHIPPED,East
O01308,C0102,2025-07-22 02:25:20,DELIVERED,South
O01309,C0428,2025-01-07 07:16:40,CANCELLED,South
O01310,C0127,2025-12-13 18:18:55,DELIVERED,West
O01311,C0883,2025-11-29 07:31:31,RETURNED,South
O01312,C0362,2026-02-23 19:36:12,PLACED,South
O01313,C0004,2026-05-02 09:49:46,DELIVERED,South
O01314,C0875,2025-08-12 08:36:52,CANCELLED,South
O01315,C0263,2024-10-11 09:06:31,PLACED,West
O01316,C0816,2025-09-06 02:10:24,RETURNED,North
O01317,C0490,2025-06-13 07:26:05,CANCELLED,North
O01318,C0645,2026-06-14 07:00:19,CANCELLED,South
O01319,C0155,2025-06-30 04:11:16,CANCELLED,North
O01320,C0432,2025-11-27 07:19:02,RETURNED,South
O01321,C0879,2025-11-15 13:18:46,DELIVERED,East
O01322,C0386,2025-10-21 01:53:04,RETURNED,East
O01323,C0279,2024-11-12 03:12:36,RETURNED,South
O01324,C0353,2024-08-30 04:58:00,DELIVERED,North
O01325,C0148,2026-06-12 03:14:49,PLACED,West
O01326,C0638,2026-04-10 23:58:06,SHIPPED,North
O01327,C0200,2025-11-17 12:22:20,DELIVERED,West
O01328,C0323,2026-05-06 22:02:09,CANCELLED,South
O01329,C0127,2025-09-23 15:57:49,DELIVERED,South
O01330,C0686,2025-07-18 06:12:38,PLACED,North
O01331,C0968,2025-08-12 08:19:39,PLACED,East
O01332,C0514,2025-04-26 08:09:43,PLACED,East
O01333,C0814,2026-01-22 15:31:42,RETURNED,North
O01334,C0731,2024-10-03 15:33:47,CANCELLED,East
O01335,C0146,2024-09-11 16:26:11,DELIVERED,West
O01336,C0109,2025-11-21 01:38:30,DELIVERED,East
O01337,C0307,2026-10-05 00:00:00,CANCELLED,North
O01338,C0711,2025-05-03 18:03:29,DELIVERED,West
O01339,C0669,2025-02-21 03:43:19,CANCELLED,North
O01340,C0182,2025-05-01 01:56:32,CANCELLED,South
O01341,C0161,2025-07-03 16:34:57,DELIVERED,West
O01342,C0702,2025-01-30 09:47:25,PLACED,South
O01343,C0466,2025-03-01 04:19:33,SHIPPED,East
O01344,C0917,2024-09-06 06:12:21,DELIVERED,East
O01345,C0061,2025-10-13 08:47:18,SHIPPED,West
O01346,C0296,2025-04-27 08:44:47,SHIPPED,West
O01347,C0319,2026-01-13 23:52:13,CANCELLED,East
O01348,C0228,2025-06-21 06:55:32,SHIPPED,East
O01349,C0451,2025-06-02 19:53:48,PLACED,East
O01350,C0620,2025-11-09 15:03:14,SHIPPED,South
O01351,C0928,2025-08-04 00:29:35,CANCELLED,East
O01352,C0102,2025-10-28 03:50:21,RETURNED,East
O01353,C0048,2024-08-01 07:34:22,RETURNED,East
O01354,C0576,2026-01-21 18:13:26,PLACED,South
O01355,C0023,2024-11-10 09:56:50,SHIPPED,West
O01356,UNKNOWN,2026-03-22 01:47:21,PLACED,East
O01357,C0249,2025-09-02 01:17:30,CANCELLED,East
O01358,C0388,2026-01-25 20:24:31,PLACED,North
O01359,C0733,2025-03-02 01:50:11,RETURNED,East
O01360,C0560,2025-10-16 00:00:00,RETURNED,South
O01361,C0361,2025-10-14 01:56:18,DELIVERED,North
O01362,C0304,2026-01-01 00:16:30,PLACED,North
O01363,C0003,2026-03-31 11:09:03,SHIPPED,South
O01364,C0744,2026-04-06 22:42:47,SHIPPED,East
O01365,C0077,2024-11-12 16:20:58,RETURNED,East
O01366,C0015,2025-08-31 18:50:47,CANCELLED,West
O01367,C0396,2026-03-08 06:33:13,CANCELLED,North
O01368,C0413,2025-05-21 00:00:00,DELIVERED,North
O01369,C0322,2024-10-31 08:41:12,DELIVERED,South
O01370,C0901,2026-04-19 13:20:34,PLACED,East
O01371,C0389,2024-09-07 13:39:10,PLACED,West
O01372,C0341,2025-09-27 20:50:08,CANCELLED,North
O01373,C0334,2024-12-19 02:27:06,PLACED,North
O01374,C0656,2025-07-20 04:51:33,PLACED,West
O01375,C0632,2026-01-08 04:23:05,CANCELLED,East
O01376,C0600,2025-07-19 04:04:28,RETURNED,East
O01377,C0128,2026-01-12 12:03:46,DELIVERED,West
O01378,C0101,2024-08-15 03:10:15,PLACED,East
O01379,C0183,2025-08-23 02:46:40,SHIPPED,North
O01380,C0081,2025-08-19 13:03:09,SHIPPED,South
O01381,UNKNOWN,2026-04-01 02:31:43,PLACED,East
O01382,C0521,2025-04-14 14:16:05,CANCELLED,South
O01383,C0554,2026-03-29 09:15:27,DELIVERED,South
O01384,C0623,2025-10-28 08:55:04,SHIPPED,West
O01385,C0304,2026-05-27 22:47:09,SHIPPED,North
O01386,C0594,2024-12-22 18:50:03,DELIVERED,South
O01387,C0964,2026-03-18 18:22:51,CANCELLED,East
O01388,C0461,2025-12-03 12:52:31,DELIVERED,North
O01389,C0621,2025-03-12 15:03:21,PLACED,West
O01390,C0080,2025-04-01 15:25:04,SHIPPED,South
O01391,C0262,2024-09-09 02:09:48,SHIPPED,North
O01392,C0493,2026-04-26 05:40:23,PLACED,West
O01393,C0445,2025-09-17 16:45:00,SHIPPED,West
O01394,UNKNOWN,2025-05-03 00:48:39,RETURNED,South
O01395,C0141,2025-09-24 01:54:56,PLACED,South
O01396,C0396,2025-11-28 04:10:05,PLACED,North
O01397,C0587,2024-10-07 09:57:50,SHIPPED,West
O01398,C0636,2025-05-17 12:23:06,RETURNED,East
O01399,C0342,2024-12-29 00:00:00,DELIVERED,West
O01400,C0091,2025-04-08 03:01:25,CANCELLED,West
O01401,C0334,2026-04-20 21:11:52,CANCELLED,West
O01402,C0060,2026-01-29 12:33:26,RETURNED,North
O01403,UNKNOWN,2025-12-02 23:25:20,CANCELLED,West
O01404,C0443,2026-01-03 03:34:12,SHIPPED,South
O01405,C0589,2024-09-20 21:01:18,PLACED,North
O01406,C0063,2024-07-27 17:30:24,CANCELLED,West
O01407,C0752,2025-03-12 16:28:23,RETURNED,East
O01408,C0933,2026-10-07 00:00:00,RETURNED,East
O01409,C0937,2024-10-29 03:42:40,RETURNED,West
O01410,C0529,2025-07-29 18:30:42,DELIVERED,East
O01411,C0244,2024-08-01 06:52:25,SHIPPED,North
O01412,C0957,2026-01-29 14:02:22,SHIPPED,North
O01413,C0577,2025-07-14 22:25:51,DELIVERED,East
O01414,C0277,2025-05-28 00:57:16,RETURNED,North
O01415,C0286,2025-01-07 00:00:00,PLACED,South
O01416,C0116,2024-12-04 18:40:51,PLACED,East
O01417,C0047,2025-06-18 05:42:25,SHIPPED,West
O01418,C0147,2024-08-30 13:22:13,CANCELLED,South
O01419,C0526,2025-08-21 10:40:33,RETURNED,West
O01420,C0013,2025-01-16 11:30:10,SHIPPED,East
O01421,C0888,2026-01-11 22:06:34,CANCELLED,North
O01422,C0904,2026-01-27 13:29:20,RETURNED,South
O01423,C0471,2026-05-16 01:46:58,DELIVERED,East
O01424,C0689,2025-12-10 06:28:02,SHIPPED,East
O01425,C0193,2025-09-03 15:07:55,SHIPPED,East
O01426,C0348,2024-09-28 18:07:10,CANCELLED,East
O01427,UNKNOWN,2025-02-06 14:59:28,CANCELLED,East
O01428,C0105,2025-07-27 19:00:06,DELIVERED,East
O01429,C0596,2025-04-24 20:29:38,RETURNED,South
O01430,C0143,2025-10-19 15:14:42,PLACED,West
O01431,C0876,2024-08-05 22:53:28,RETURNED,South
O01432,C0452,2025-10-20 16:43:59,DELIVERED,East
O01433,C0010,2025-07-29 01:54:53,RETURNED,East
O01434,C0533,2024-12-18 15:37:12,PLACED,South
O01435,C0492,2024-10-14 21:27:53,CANCELLED,North
O01436,C0930,2025-02-24 03:45:08,PLACED,South
O01437,C0197,2025-04-25 09:40:51,CANCELLED,East
O01438,C0841,2024-10-28 22:12:50,RETURNED,South
O01439,C0402,2026-04-13 18:45:16,PLACED,South
O01440,C0345,2025-07-27 06:59:24,DELIVERED,West
O01441,C0008,2024-08-31 03:55:13,CANCELLED,South
O01442,C0254,2025-11-17 16:20:09,SHIPPED,East
O01443,C0422,2026-02-01 16:52:46,PLACED,West
O01444,C0380,2026-05-19 13:35:20,PLACED,West
O01445,C0494,2025-07-11 01:41:24,SHIPPED,West
O01446,C0838,2026-01-20 07:56:47,CANCELLED,South
O01447,C0229,2025-06-22 01:34:22,SHIPPED,South
O01448,C0798,2025-01-30 17:13:14,DELIVERED,East
O01449,C0831,2025-11-21 12:23:55,SHIPPED,East
O01450,C0419,2025-02-22 13:23:03,CANCELLED,West
O01451,C0069,2025-07-15 03:04:48,SHIPPED,North
O01452,C0841,2025-01-03 22:30:46,CANCELLED,East
O01453,C0567,2024-09-25 02:32:39,DELIVERED,North
O01454,C0460,2025-07-04 22:41:27,SHIPPED,East
O01455,C0044,2025-09-29 15:19:51,CANCELLED,West
O01456,C0691,2024-10-09 23:37:41,CANCELLED,South
O01457,C0518,2025-10-31 08:27:22,RETURNED,North
O01458,C0942,2024-08-16 06:20:15,DELIVERED,East
O01459,C0855,2025-11-21 19:34:56,DELIVERED,South
O01460,C0398,2024-08-31 04:40:11,CANCELLED,South
O01461,UNKNOWN,2026-06-17 10:19:38,CANCELLED,East
O01462,C0756,2026-01-20 14:51:56,PLACED,North
O01463,C0400,2025-05-25 20:56:22,PLACED,West
O01464,C0486,2025-07-27 13:29:39,PLACED,South
O01465,C0598,2024-10-01 01:38:18,CANCELLED,East
O01466,C0595,2025-07-05 03:37:40,PLACED,North
O01467,UNKNOWN,2024-10-14 01:37:29,CANCELLED,West
O01468,C0504,2026-05-29 12:18:08,PLACED,South
O01469,C0393,2026-06-03 07:23:54,SHIPPED,South
O01470,C0005,2026-05-02 21:24:56,RETURNED,South
O01471,C0014,2025-11-12 12:17:16,RETURNED,West
O01472,C0716,2024-11-17 12:52:27,SHIPPED,North
O01473,C0384,2026-06-22 04:04:37,PLACED,West
O01474,C0041,2025-02-07 11:47:53,SHIPPED,North
O01475,C0287,2024-09-20 07:25:20,SHIPPED,East
O01476,C0917,2025-09-24 23:05:49,DELIVERED,West
O01477,C0245,2024-07-13 03:01:24,CANCELLED,East
O01478,C0120,2026-01-20 09:26:12,SHIPPED,West
O01479,UNKNOWN,2024-08-09 23:46:48,RETURNED,West
O01480,C0824,2024-10-15 01:37:35,RETURNED,North
O01481,C0190,2024-10-06 15:23:42,SHIPPED,West
O01482,C0520,2025-07-26 17:30:41,SHIPPED,South
O01483,C0289,2025-01-05 12:35:59,RETURNED,North
O01484,C0438,2026-05-29 12:47:20,PLACED,West
O01485,C0620,2025-04-22 21:37:23,PLACED,North
O01486,C0062,2026-03-22 18:04:57,CANCELLED,South
O01487,C0696,2025-07-02 01:25:05,CANCELLED,South
O01488,C0781,2024-08-24 12:04:27,PLACED,West
O01489,C0197,2024-12-26 09:40:28,CANCELLED,South
O01490,C0214,2025-07-17 07:53:37,PLACED,East
O01491,C0110,2026-03-25 12:52:01,PLACED,East
O01492,C0125,2025-08-25 19:27:55,CANCELLED,North
O01493,C0653,2024-08-04 23:50:54,DELIVERED,South
O01494,C0289,2025-07-29 02:52:52,SHIPPED,South
O01495,C0069,2026-06-06 16:12:16,PLACED,South
O01496,C0086,2026-05-07 21:10:34,RETURNED,West
O01497,C0047,2025-09-24 15:15:23,PLACED,East
O01498,C0256,2026-03-28 01:07:09,DELIVERED,West
O01499,C0129,2024-11-13 06:51:20,SHIPPED,West
O01500,C0602,2024-10-30 14:12:35,SHIPPED,South
O01501,C0517,2025-06-17 11:52:01,PLACED,South
O01502,C0850,2026-04-28 15:56:29,RETURNED,South
O01503,C0217,2025-05-30 00:46:04,CANCELLED,South
O01504,C0933,2024-12-16 18:22:41,CANCELLED,East
O01505,C0022,2024-10-30 18:29:08,PLACED,North
O01506,C0265,2026-04-25 06:37:50,DELIVERED,East
O01507,C0192,2025-01-05 04:13:33,CANCELLED,West
O01508,C0801,2025-08-15 16:35:36,CANCELLED,South
O01509,C0793,2025-08-05 01:09:11,DELIVERED,West
O01510,C0903,2024-10-24 16:20:34,PLACED,West
O01511,UNKNOWN,2024-08-19 04:03:43,CANCELLED,West
O01512,UNKNOWN,2026-04-15 17:34:18,DELIVERED,North
O01513,C0724,2026-02-26 04:44:49,SHIPPED,East
O01514,C0257,2025-12-26 19:11:46,CANCELLED,North
O01515,C0051,2024-09-29 08:40:05,CANCELLED,East
O01516,C0612,2025-10-22 16:08:03,CANCELLED,South
O01517,C0296,2025-03-18 04:45:54,RETURNED,North
O01518,UNKNOWN,2026-05-12 21:49:55,RETURNED,North
O01519,C0849,2025-12-02 03:59:56,CANCELLED,South
O01520,C0142,2024-12-16 14:53:27,SHIPPED,South
O01521,C0037,2025-11-02 08:19:30,CANCELLED,North
O01522,C0419,2025-08-22 05:45:27,CANCELLED,North
O01523,C0694,2026-05-26 18:51:46,RETURNED,East
O01524,C0021,2024-08-22 20:15:21,RETURNED,South
O01525,C0041,2024-12-11 19:02:58,RETURNED,South
O01526,C0849,2026-04-08 09:25:08,DELIVERED,East
O01527,C0168,2025-07-30 23:11:05,PLACED,North
O01528,C0520,2026-03-30 20:54:31,SHIPPED,East
O01529,C0476,2025-10-07 10:02:09,SHIPPED,North
O01530,C0590,2025-07-22 12:36:16,PLACED,West
O01531,C0442,2024-09-04 06:08:21,PLACED,West
O01532,C0073,2026-04-20 20:01:54,SHIPPED,North
O01533,C0240,2025-07-16 22:57:25,RETURNED,West
O01534,C0536,2024-08-29 11:01:11,PLACED,West
O01535,C0475,2024-07-14 00:22:02,CANCELLED,East
O01536,UNKNOWN,2024-11-09 23:29:58,SHIPPED,South
O01537,C0602,2026-03-22 09:08:45,PLACED,North
O01538,C0618,2025-12-24 17:31:16,SHIPPED,East
O01539,C0984,2026-05-22 10:56:02,SHIPPED,West
O01540,C0205,2025-01-18 00:00:00,PLACED,East
O01541,C0551,2026-05-23 10:53:23,DELIVERED,South
O01542,C0659,2025-04-20 15:45:29,CANCELLED,East
O01543,C0565,2026-07-10 02:14:34,DELIVERED,South
O01544,C0239,2025-09-11 21:14:23,RETURNED,South
O01545,C0847,2024-09-13 09:39:22,PLACED,North
O01546,C0021,2025-05-01 12:26:51,RETURNED,South
O01547,C0360,2026-01-11 19:50:42,SHIPPED,East
O01548,C0758,2025-09-27 00:51:35,CANCELLED,East
O01549,C0980,2025-12-04 19:36:20,DELIVERED,West
O01550,C0695,2025-07-02 04:13:47,PLACED,East
O01551,C0865,2025-07-05 05:15:03,RETURNED,East
O01552,C0732,2026-04-20 09:41:19,CANCELLED,South
O01553,C0656,2025-08-04 17:06:54,PLACED,North
O01554,C0671,2025-08-04 06:45:26,SHIPPED,North
O01555,C0131,2024-12-08 22:37:40,CANCELLED,North
O01556,C0180,2026-06-08 04:04:06,CANCELLED,South
O01557,C0980,2025-07-02 08:14:46,PLACED,East
O01558,C0444,2024-08-16 20:30:37,CANCELLED,South
O01559,C0211,2026-06-10 13:00:30,DELIVERED,South
O01560,C0765,2026-01-27 23:44:31,PLACED,East
O01561,C0634,2025-02-05 04:00:10,RETURNED,West
O01562,C0322,2025-07-22 05:15:55,DELIVERED,North
O01563,C0526,2024-12-27 03:36:20,RETURNED,South
O01564,C0459,2026-01-26 02:17:57,SHIPPED,South
O01565,C0538,2025-08-06 17:31:37,DELIVERED,South
O01566,C0577,2025-09-07 15:14:37,CANCELLED,North
O01567,UNKNOWN,2025-10-28 01:39:50,RETURNED,East
O01568,C0970,2025-11-27 22:51:01,RETURNED,East
O01569,C0990,2025-08-30 15:32:20,RETURNED,West
O01570,C0766,2024-09-09 16:28:09,PLACED,West
O01571,C0290,2024-12-23 23:57:53,SHIPPED,West
O01572,C0636,2025-02-14 14:22:58,RETURNED,West
O01573,C0819,2025-03-02 00:22:35,CANCELLED,North
O01574,C0107,2025-06-12 22:07:35,DELIVERED,East
O01575,C0475,2024-12-08 07:37:23,PLACED,South
O01576,C0678,2024-10-28 22:40:52,RETURNED,North
O01577,C0616,2024-08-08 00:59:59,DELIVERED,East
O01578,C0996,2026-04-24 23:49:21,SHIPPED,North
O01579,C0309,2026-03-20 01:13:28,DELIVERED,East
O01580,C0488,2026-02-09 23:07:03,SHIPPED,South
O01581,C0013,2026-03-21 01:21:31,CANCELLED,East
O01582,C0022,2026-01-09 07:01:33,DELIVERED,East
O01583,C0226,2025-12-16 14:31:16,CANCELLED,North
O01584,C0872,2026-02-05 13:26:20,RETURNED,West
O01585,C0750,2025-10-16 17:33:42,RETURNED,North
O01586,C0885,2025-05-28 13:24:09,DELIVERED,West
O01587,C0030,2025-02-28 23:03:32,DELIVERED,West
O01588,C0029,2026-02-18 22:04:06,CANCELLED,North
O01589,C0070,2025-05-20 23:43:57,PLACED,East
O01590,C0140,2026-02-13 03:40:20,DELIVERED,West
O01591,C0805,2024-07-27 23:03:43,CANCELLED,East
O01592,C0766,2024-10-20 14:43:06,CANCELLED,North
O01593,C0844,2025-07-09 08:23:25,PLACED,South
O01594,C0875,2026-01-28 07:36:09,DELIVERED,North
O01595,C0367,2025-09-20 10:51:01,PLACED,East
O01596,UNKNOWN,2026-05-02 08:24:18,DELIVERED,East
O01597,C0167,2026-03-18 09:03:30,PLACED,South
O01598,C0478,2025-01-25 04:06:14,CANCELLED,West
O01599,C0647,2025-08-05 05:52:54,CANCELLED,West
O01600,C0370,2024-09-20 15:36:05,CANCELLED,North
O01601,C0188,2026-06-02 21:35:40,RETURNED,North
O01602,C0856,2024-12-10 20:44:42,PLACED,North
O01603,C0692,2025-01-08 04:46:12,CANCELLED,North
O01604,C0546,2025-01-11 03:57:09,DELIVERED,East
O01605,C0407,2025-08-03 01:49:33,PLACED,East
O01606,C0356,2025-10-13 23:13:02,RETURNED,West
O01607,C0662,2025-05-18 09:45:31,DELIVERED,West
O01608,C0962,2026-04-27 06:45:20,PLACED,West
O01609,C0070,2025-06-23 22:31:56,CANCELLED,South
O01610,C0546,2025-02-02 20:07:31,RETURNED,South
O01611,C0276,2026-06-28 03:26:44,RETURNED,North
O01612,C0432,2025-08-18 09:50:21,CANCELLED,North
O01613,C0593,2026-06-23 09:00:49,SHIPPED,South
O01614,C0824,2026-01-25 01:15:32,CANCELLED,North
O01615,C0848,2025-01-10 03:54:15,CANCELLED,East
O01616,C0222,2026-04-04 16:47:34,SHIPPED,East
O01617,C0915,2025-08-04 05:46:54,DELIVERED,West
O01618,C0022,2026-01-28 21:50:41,SHIPPED,East
O01619,C0583,2025-03-14 08:56:43,SHIPPED,East
O01620,C0072,2024-10-14 21:27:22,CANCELLED,East
O01621,C0029,2025-09-03 04:02:05,PLACED,West
O01622,UNKNOWN,2025-04-03 00:00:00,PLACED,West
O01623,C0303,2025-06-13 14:25:56,DELIVERED,South
O01624,C0696,2025-12-13 18:15:35,PLACED,West
O01625,C0376,2025-07-24 05:51:13,SHIPPED,North
O01626,C0490,2025-07-30 17:07:34,DELIVERED,South
O01627,C0724,2026-02-06 10:52:01,SHIPPED,South
O01628,C0920,2025-04-09 17:17:38,DELIVERED,South
O01629,C0693,2026-05-16 20:37:31,DELIVERED,West
O01630,C0956,2024-07-30 17:46:32,CANCELLED,West
O01631,UNKNOWN,2026-04-30 00:00:00,DELIVERED,West
O01632,C0686,2025-01-22 04:34:47,RETURNED,South
O01633,C0458,2025-02-21 19:00:41,PLACED,East
O01634,C0225,2026-04-14 13:05:31,PLACED,East
O01635,C0975,2026-01-19 03:00:17,PLACED,East
O01636,C0437,2025-01-11 12:23:23,SHIPPED,East
O01637,UNKNOWN,2026-04-20 05:44:17,DELIVERED,North
O01638,C0795,2025-04-06 00:40:55,DELIVERED,South
O01639,C0081,2025-03-26 12:09:45,PLACED,North
O01640,C0783,2024-12-12 18:01:33,RETURNED,North
O01641,C0950,2024-08-23 23:05:24,PLACED,North
O01642,C0602,2025-02-01 20:35:38,DELIVERED,West
O01643,C0891,2025-09-07 11:26:48,RETURNED,North
O01644,C0086,2026-05-24 13:50:28,DELIVERED,West
O01645,C0144,2026-03-13 19:25:27,RETURNED,South
O01646,C0827,2025-01-02 02:26:56,PLACED,South
O01647,UNKNOWN,2025-07-25 20:23:49,CANCELLED,South
O01648,C0328,2026-06-29 14:42:51,PLACED,South
O01649,C0497,2025-02-08 02:54:35,CANCELLED,South
O01650,C0442,2025-07-14 17:03:53,RETURNED,South
O01651,C0814,2025-01-23 03:55:33,RETURNED,West
O01652,C0766,2024-12-15 00:00:00,SHIPPED,East
O01653,C0863,2025-10-26 09:55:12,DELIVERED,West
O01654,C0860,2026-06-12 01:00:28,CANCELLED,West
O01655,C0167,2025-09-03 05:13:30,CANCELLED,South
O01656,C0538,2025-06-13 20:41:44,RETURNED,North
O01657,C0640,2025-06-11 07:00:21,DELIVERED,West
O01658,C0159,2025-09-03 08:57:50,DELIVERED,West
O01659,C0377,2024-09-17 15:56:53,DELIVERED,South
O01660,C0904,2025-03-06 12:06:10,CANCELLED,North
O01661,C0305,2024-10-01 23:24:48,RETURNED,West
O01662,C0413,2024-09-02 13:27:12,RETURNED,West
O01663,C0993,2025-05-01 23:28:48,DELIVERED,South
O01664,C0043,2024-08-15 14:41:32,SHIPPED,North
O01665,C0746,2026-03-02 18:54:48,DELIVERED,West
O01666,C0443,2026-03-04 17:51:04,RETURNED,North
O01667,C0788,2025-08-09 12:42:17,SHIPPED,North
O01668,C0986,2024-12-23 22:03:04,DELIVERED,South
O01669,C0775,2026-05-23 16:48:52,PLACED,North
O01670,C0380,2025-08-20 06:52:25,CANCELLED,North
O01671,C0038,2026-06-11 12:35:21,DELIVERED,East
O01672,C0933,2024-08-12 08:37:15,DELIVERED,South
O01673,C0622,2025-10-19 08:30:20,PLACED,West
O01674,C0041,2025-01-25 02:47:23,SHIPPED,South
O01675,C0944,2024-12-22 00:23:55,PLACED,North
O01676,UNKNOWN,2025-05-06 08:08:44,RETURNED,West
O01677,C0919,2025-11-30 07:23:16,SHIPPED,North
O01678,C0653,2024-07-21 14:55:55,SHIPPED,South
O01679,C0943,2025-10-06 00:43:07,CANCELLED,West
O01680,C0707,2024-08-12 10:35:30,SHIPPED,West
O01681,C0413,2026-05-02 18:42:59,DELIVERED,North
O01682,C0215,2025-08-05 08:18:38,PLACED,South
O01683,C0254,2025-05-21 14:25:34,PLACED,South
O01684,C0542,2025-10-14 16:38:58,SHIPPED,East
O01685,C0160,2024-12-07 14:14:03,DELIVERED,East
O01686,C0306,2024-10-17 07:25:02,PLACED,North
O01687,C0933,2025-12-30 18:55:23,CANCELLED,West
O01688,C0174,2026-06-12 09:31:50,RETURNED,West
O01689,C0923,2025-10-27 02:27:47,RETURNED,West
O01690,C0403,2025-07-08 18:04:38,SHIPPED,South
O01691,C0730,2025-10-10 06:35:58,SHIPPED,North
O01692,C0699,2025-01-12 06:05:10,CANCELLED,East
O01693,C0539,2026-01-14 04:37:07,SHIPPED,South
O01694,C0314,2024-10-01 11:29:25,SHIPPED,North
O01695,C0838,2025-06-27 19:03:52,CANCELLED,North
O01696,C0183,2025-09-03 05:57:25,CANCELLED,West
O01697,C0399,2025-03-15 01:23:25,RETURNED,West
O01698,C0964,2025-01-01 04:01:13,PLACED,North
O01699,C0218,2025-01-22 21:49:55,PLACED,West
O01700,C0974,2024-09-01 02:40:12,SHIPPED,East
O01701,C0875,2024-12-21 21:34:54,PLACED,East
O01702,C0478,2024-08-20 01:35:59,SHIPPED,North
O01703,C0071,2024-11-16 00:48:20,SHIPPED,North
O01704,C0602,2025-02-01 20:49:51,PLACED,East
O01705,C0849,2024-11-23 18:35:37,CANCELLED,East
O01706,C0654,2026-03-07 08:38:59,DELIVERED,North
O01707,C0143,2026-04-02 06:29:23,CANCELLED,East
O01708,C0929,2025-08-30 00:00:00,CANCELLED,South
O01709,C0753,2025-09-29 04:42:30,CANCELLED,East
O01710,C0365,2025-06-20 03:16:00,DELIVERED,North
O01711,C0066,2025-10-04 06:09:53,PLACED,East
O01712,C0042,2026-04-03 18:48:22,PLACED,North
O01713,C0709,2025-10-31 16:47:03,PLACED,North
O01714,C0384,2024-12-24 11:38:08,PLACED,South
O01715,UNKNOWN,2026-02-05 06:57:41,PLACED,North
O01716,C0166,2025-06-24 06:33:37,RETURNED,North
O01717,C0672,2025-06-11 07:21:10,PLACED,South
O01718,C0479,2025-06-26 11:25:46,RETURNED,South
O01719,C0096,2026-07-08 07:59:12,RETURNED,West
O01720,C0180,2025-09-28 04:17:17,RETURNED,West
O01721,C0854,2025-05-03 08:20:16,CANCELLED,North
O01722,C0187,2026-02-15 20:48:06,PLACED,East
O01723,C0227,2024-10-17 13:01:11,RETURNED,North
O01724,C0730,2026-06-15 13:16:05,CANCELLED,South
O01725,C0900,2025-01-05 01:04:47,DELIVERED,East
O01726,C0996,2026-03-22 04:54:49,SHIPPED,West
O01727,C0838,2026-01-13 15:33:57,CANCELLED,North
O01728,C0076,2025-05-21 03:51:07,CANCELLED,South
O01729,C0701,2025-03-04 22:55:42,SHIPPED,South
O01730,C0632,2024-11-11 04:41:44,PLACED,West
O01731,C0231,2026-04-22 07:05:50,PLACED,West
O01732,C0123,2024-08-18 22:54:17,PLACED,East
O01733,C0502,2026-01-23 06:35:50,SHIPPED,East
O01734,C0870,2026-01-23 08:33:33,RETURNED,West
O01735,C0081,2025-11-27 04:51:16,DELIVERED,South
O01736,C0179,2025-07-18 18:54:17,SHIPPED,West
O01737,C0611,2025-02-12 05:37:53,DELIVERED,South
O01738,C0120,2025-06-29 00:00:00,CANCELLED,South
O01739,C0854,2025-03-30 23:17:35,CANCELLED,North
O01740,C0232,2025-07-23 13:47:04,PLACED,North
O01741,UNKNOWN,2025-04-24 21:24:44,DELIVERED,West
O01742,C0088,2025-05-10 11:26:07,DELIVERED,West
O01743,C0153,2024-09-17 11:56:25,PLACED,East
O01744,C0740,2025-04-24 22:59:43,SHIPPED,East
O01745,C0142,2025-01-27 14:00:37,SHIPPED,North
O01746,C0456,2025-01-18 21:44:31,CANCELLED,South
O01747,C0037,2024-12-31 02:42:58,CANCELLED,East
O01748,C0779,2024-08-17 00:18:44,CANCELLED,East
O01749,C0853,2026-04-09 00:52:32,CANCELLED,East
O01750,C0190,2024-11-22 21:42:21,PLACED,North
O01751,C0816,2024-11-30 16:27:35,PLACED,East
O01752,C0463,2026-02-24 22:43:18,RETURNED,North
O01753,C0494,2024-09-15 00:00:00,RETURNED,South
